root@vmi2735602:/opt/trading-bot-v91# docker-compose logs trading-bot
trading-bot-v91  | INFO:binance_handler:Successfully connected to Binance Futures (testnet=True)
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | INFO:__main__:✅ Completed diagnostic trace: 873f0798-e0d3-4cc3-9765-4b67b6881fa6
trading-bot-v91  | ERROR:webhook:Failed to process alert: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  |
trading-bot-v91  | During handling of the above exception, another exception occurred:
trading-bot-v91  |
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/webhook.py", line 512, in process_alert_async
trading-bot-v91  |     decision = await bot.handle_signal(alert_dict)
trading-bot-v91  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  |   File "/app/main.py", line 880, in handle_signal
trading-bot-v91  |     await self.discord.send_error_notification(f"Signal handling error: {e}")
trading-bot-v91  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | TypeError: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | INFO:     172.21.0.5:36458 - "POST /webhook/tradingview HTTP/1.1" 200 OK
trading-bot-v91  | WARNING:webhook:⚠️ High latency detected: 1394ms for BNBUSDT.P
trading-bot-v91  | INFO:__main__:🔍 Created diagnostic trace: 6bac0a19-c45b-44ce-a47d-5694e6517a7b
trading-bot-v91  | WARNING:__main__:⚠️ M5 Latency warning: 1417ms for BNBUSDT.P
trading-bot-v91  | INFO:__main__:📡 Received signal for BNBUSDT.P - sell [Trace: 6bac0a19-c45b-44ce-a47d-5694e6517a7b]
trading-bot-v91  | INFO:mode_manager:📉 Weak institutional flow (0.00) - reduced position size
trading-bot-v91  | INFO:mode_manager:📊 Trade parameters for emergency mode: {'leverage': 1, 'position_size_multiplier': 0.2, 'stop_loss_multiplier': 0.5, 'emergency_mode': True, 'risk_percent': 0.25}
trading-bot-v91  | ERROR:__main__:💥 Error handling signal: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | INFO:__main__:✅ Completed diagnostic trace: 6bac0a19-c45b-44ce-a47d-5694e6517a7b
trading-bot-v91  | ERROR:webhook:Failed to process alert: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  |
trading-bot-v91  | During handling of the above exception, another exception occurred:
trading-bot-v91  |
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/webhook.py", line 512, in process_alert_async
trading-bot-v91  |     decision = await bot.handle_signal(alert_dict)
trading-bot-v91  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  |   File "/app/main.py", line 880, in handle_signal
trading-bot-v91  |     await self.discord.send_error_notification(f"Signal handling error: {e}")
trading-bot-v91  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | TypeError: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | INFO:     172.21.0.5:36462 - "POST /webhook/tradingview HTTP/1.1" 200 OK
trading-bot-v91  | WARNING:webhook:⚠️ High latency detected: 1148ms for BNBUSDT.P
trading-bot-v91  | INFO:__main__:🔍 Created diagnostic trace: bf7c8e95-b72a-4987-8be1-3cfdb3f92cdd
trading-bot-v91  | WARNING:__main__:⚠️ M5 Latency warning: 1163ms for BNBUSDT.P
trading-bot-v91  | INFO:__main__:📡 Received signal for BNBUSDT.P - sell [Trace: bf7c8e95-b72a-4987-8be1-3cfdb3f92cdd]
trading-bot-v91  | INFO:mode_manager:📉 Weak institutional flow (0.00) - reduced position size
trading-bot-v91  | INFO:mode_manager:📊 Trade parameters for emergency mode: {'leverage': 1, 'position_size_multiplier': 0.2, 'stop_loss_multiplier': 0.5, 'emergency_mode': True, 'risk_percent': 0.25}
trading-bot-v91  | ERROR:__main__:💥 Error handling signal: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | INFO:__main__:✅ Completed diagnostic trace: bf7c8e95-b72a-4987-8be1-3cfdb3f92cdd
trading-bot-v91  | ERROR:webhook:Failed to process alert: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  |
trading-bot-v91  | During handling of the above exception, another exception occurred:
trading-bot-v91  |
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/webhook.py", line 512, in process_alert_async
trading-bot-v91  |     decision = await bot.handle_signal(alert_dict)
trading-bot-v91  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  |   File "/app/main.py", line 880, in handle_signal
trading-bot-v91  |     await self.discord.send_error_notification(f"Signal handling error: {e}")
trading-bot-v91  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | TypeError: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | INFO:     172.21.0.5:36468 - "POST /webhook/tradingview HTTP/1.1" 200 OK
trading-bot-v91  | WARNING:webhook:⚠️ High latency detected: 1267ms for BNBUSDT.P
trading-bot-v91  | INFO:__main__:🔍 Created diagnostic trace: f57734bb-37e1-47f4-a7b9-35947cd2fdbb
trading-bot-v91  | WARNING:__main__:⚠️ M5 Latency warning: 1281ms for BNBUSDT.P
trading-bot-v91  | INFO:__main__:📡 Received signal for BNBUSDT.P - sell [Trace: f57734bb-37e1-47f4-a7b9-35947cd2fdbb]
trading-bot-v91  | INFO:mode_manager:📉 Weak institutional flow (0.00) - reduced position size
trading-bot-v91  | INFO:mode_manager:📊 Trade parameters for emergency mode: {'leverage': 1, 'position_size_multiplier': 0.2, 'stop_loss_multiplier': 0.5, 'emergency_mode': True, 'risk_percent': 0.25}
trading-bot-v91  | ERROR:__main__:💥 Error handling signal: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | INFO:__main__:✅ Completed diagnostic trace: f57734bb-37e1-47f4-a7b9-35947cd2fdbb
trading-bot-v91  | ERROR:webhook:Failed to process alert: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  |
trading-bot-v91  | During handling of the above exception, another exception occurred:
trading-bot-v91  |
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/webhook.py", line 512, in process_alert_async
trading-bot-v91  |     decision = await bot.handle_signal(alert_dict)
trading-bot-v91  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  |   File "/app/main.py", line 880, in handle_signal
trading-bot-v91  |     await self.discord.send_error_notification(f"Signal handling error: {e}")
trading-bot-v91  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | TypeError: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | INFO:     172.21.0.5:36476 - "POST /webhook/tradingview HTTP/1.1" 200 OK
trading-bot-v91  | WARNING:webhook:⚠️ High latency detected: 1087ms for ETHUSDT.P
trading-bot-v91  | INFO:__main__:🔍 Created diagnostic trace: bd0036eb-de8f-4a77-ba6e-180a4bda3f3e
trading-bot-v91  | WARNING:__main__:⚠️ M5 Latency warning: 1110ms for ETHUSDT.P
trading-bot-v91  | INFO:__main__:📡 Received signal for ETHUSDT.P - sell [Trace: bd0036eb-de8f-4a77-ba6e-180a4bda3f3e]
trading-bot-v91  | INFO:mode_manager:📉 Weak institutional flow (0.00) - reduced position size
trading-bot-v91  | INFO:mode_manager:📊 Trade parameters for emergency mode: {'leverage': 1, 'position_size_multiplier': 0.2, 'stop_loss_multiplier': 0.5, 'emergency_mode': True, 'risk_percent': 0.25}
trading-bot-v91  | ERROR:__main__:💥 Error handling signal: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | INFO:__main__:✅ Completed diagnostic trace: bd0036eb-de8f-4a77-ba6e-180a4bda3f3e
trading-bot-v91  | ERROR:webhook:Failed to process alert: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  |
trading-bot-v91  | During handling of the above exception, another exception occurred:
trading-bot-v91  |
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/webhook.py", line 512, in process_alert_async
trading-bot-v91  |     decision = await bot.handle_signal(alert_dict)
trading-bot-v91  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  |   File "/app/main.py", line 880, in handle_signal
trading-bot-v91  |     await self.discord.send_error_notification(f"Signal handling error: {e}")
trading-bot-v91  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | TypeError: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | INFO:     172.21.0.5:36480 - "POST /webhook/tradingview HTTP/1.1" 200 OK
trading-bot-v91  | WARNING:webhook:⚠️ High latency detected: 2066ms for BNBUSDT.P
trading-bot-v91  | INFO:__main__:🔍 Created diagnostic trace: 870d0e4d-9ebf-4732-a4cf-d1448c47c5ea
trading-bot-v91  | WARNING:__main__:⚠️ M5 Latency warning: 2130ms for BNBUSDT.P
trading-bot-v91  | ERROR:__main__:🚨 M5 CRITICAL latency: 2130ms for BNBUSDT.P
trading-bot-v91  | INFO:httpx:HTTP Request: POST https://discord.com/api/webhooks/1402990543935373312/J4lKYN25YPPmfU35FPscvggZiZV81LSgUgoRoDdwgE_5dbb5mHU-SvlxW7CxG7Kg7y4T?wait=true "HTTP/1.1 200 OK"
trading-bot-v91  | INFO:__main__:📡 Received signal for BNBUSDT.P - sell [Trace: 870d0e4d-9ebf-4732-a4cf-d1448c47c5ea]
trading-bot-v91  | INFO:mode_manager:📉 Weak institutional flow (0.00) - reduced position size
trading-bot-v91  | INFO:mode_manager:📊 Trade parameters for emergency mode: {'leverage': 1, 'position_size_multiplier': 0.2, 'stop_loss_multiplier': 0.5, 'emergency_mode': True, 'risk_percent': 0.25}
trading-bot-v91  | ERROR:__main__:💥 Error handling signal: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | INFO:__main__:✅ Completed diagnostic trace: 870d0e4d-9ebf-4732-a4cf-d1448c47c5ea
trading-bot-v91  | ERROR:webhook:Failed to process alert: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  |
trading-bot-v91  | During handling of the above exception, another exception occurred:
trading-bot-v91  |
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/webhook.py", line 512, in process_alert_async
trading-bot-v91  |     decision = await bot.handle_signal(alert_dict)
trading-bot-v91  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  |   File "/app/main.py", line 880, in handle_signal
trading-bot-v91  |     await self.discord.send_error_notification(f"Signal handling error: {e}")
trading-bot-v91  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | TypeError: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | INFO:     172.21.0.5:36480 - "POST /webhook/tradingview HTTP/1.1" 200 OK
trading-bot-v91  | WARNING:webhook:⚠️ High latency detected: 2760ms for BTCUSDT.P
trading-bot-v91  | INFO:__main__:🔍 Created diagnostic trace: 2d150fdb-d86f-4e43-a88a-71474a7ee8e8
trading-bot-v91  | WARNING:__main__:⚠️ M5 Latency warning: 2781ms for BTCUSDT.P
trading-bot-v91  | ERROR:__main__:🚨 M5 CRITICAL latency: 2781ms for BTCUSDT.P
trading-bot-v91  | INFO:httpx:HTTP Request: POST https://discord.com/api/webhooks/1402990543935373312/J4lKYN25YPPmfU35FPscvggZiZV81LSgUgoRoDdwgE_5dbb5mHU-SvlxW7CxG7Kg7y4T?wait=true "HTTP/1.1 200 OK"
trading-bot-v91  | INFO:__main__:📡 Received signal for BTCUSDT.P - sell [Trace: 2d150fdb-d86f-4e43-a88a-71474a7ee8e8]
trading-bot-v91  | INFO:mode_manager:📉 Weak institutional flow (0.00) - reduced position size
trading-bot-v91  | INFO:mode_manager:📊 Trade parameters for emergency mode: {'leverage': 1, 'position_size_multiplier': 0.2, 'stop_loss_multiplier': 0.5, 'emergency_mode': True, 'risk_percent': 0.25}
trading-bot-v91  | ERROR:__main__:💥 Error handling signal: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | INFO:__main__:✅ Completed diagnostic trace: 2d150fdb-d86f-4e43-a88a-71474a7ee8e8
trading-bot-v91  | ERROR:webhook:Failed to process alert: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  |
trading-bot-v91  | During handling of the above exception, another exception occurred:
trading-bot-v91  |
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/webhook.py", line 512, in process_alert_async
trading-bot-v91  |     decision = await bot.handle_signal(alert_dict)
trading-bot-v91  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  |   File "/app/main.py", line 880, in handle_signal
trading-bot-v91  |     await self.discord.send_error_notification(f"Signal handling error: {e}")
trading-bot-v91  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | TypeError: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | INFO:     172.21.0.5:36490 - "POST /webhook/tradingview HTTP/1.1" 200 OK
trading-bot-v91  | WARNING:webhook:⚠️ High latency detected: 1854ms for BNBUSDT.P
trading-bot-v91  | INFO:__main__:🔍 Created diagnostic trace: 8e6753f6-69a1-4c74-b978-9aa51fb256d6
trading-bot-v91  | WARNING:__main__:⚠️ M5 Latency warning: 1887ms for BNBUSDT.P
trading-bot-v91  | ERROR:__main__:🚨 M5 CRITICAL latency: 1887ms for BNBUSDT.P
trading-bot-v91  | INFO:httpx:HTTP Request: POST https://discord.com/api/webhooks/1402990543935373312/J4lKYN25YPPmfU35FPscvggZiZV81LSgUgoRoDdwgE_5dbb5mHU-SvlxW7CxG7Kg7y4T?wait=true "HTTP/1.1 200 OK"
trading-bot-v91  | INFO:__main__:📡 Received signal for BNBUSDT.P - sell [Trace: 8e6753f6-69a1-4c74-b978-9aa51fb256d6]
trading-bot-v91  | INFO:mode_manager:📉 Weak institutional flow (0.00) - reduced position size
trading-bot-v91  | INFO:mode_manager:📊 Trade parameters for emergency mode: {'leverage': 1, 'position_size_multiplier': 0.2, 'stop_loss_multiplier': 0.5, 'emergency_mode': True, 'risk_percent': 0.25}
trading-bot-v91  | ERROR:__main__:💥 Error handling signal: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | INFO:__main__:✅ Completed diagnostic trace: 8e6753f6-69a1-4c74-b978-9aa51fb256d6
trading-bot-v91  | ERROR:webhook:Failed to process alert: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  |
trading-bot-v91  | During handling of the above exception, another exception occurred:
trading-bot-v91  |
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/webhook.py", line 512, in process_alert_async
trading-bot-v91  |     decision = await bot.handle_signal(alert_dict)
trading-bot-v91  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  |   File "/app/main.py", line 880, in handle_signal
trading-bot-v91  |     await self.discord.send_error_notification(f"Signal handling error: {e}")
trading-bot-v91  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | TypeError: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | INFO:database:Cleaned up 0 alerts and 0 performance records
trading-bot-v91  | INFO:__main__:🧹 Cleanup completed. Removed 0 expired position guards
trading-bot-v91  | INFO:httpx:HTTP Request: POST https://discord.com/api/webhooks/1405478101642903593/PV6Hp9LHUOQ0m0mwkp74olG5-D_IPlWC_Kq52gO-NJZUWqHdKBZEwbAj7B_nPVPXqlK0?wait=true "HTTP/1.1 200 OK"
trading-bot-v91  | ERROR:__main__:Error in pattern detection: name 'DecisionTrace' is not defined
trading-bot-v91  | INFO:database:Diagnostic cleanup: 0 traces, 0 params, 0 pine logs, 0 SHAP, 0 patterns, 0 health records
trading-bot-v91  | INFO:     172.21.0.5:36494 - "POST /webhook/tradingview HTTP/1.1" 200 OK
trading-bot-v91  | INFO:__main__:🔍 Created diagnostic trace: 25343769-8a0c-46e3-8134-55888a376df8
trading-bot-v91  | WARNING:__main__:⚠️ M5 Latency warning: 953ms for BTCUSDT.P
trading-bot-v91  | INFO:__main__:📡 Received signal for BTCUSDT.P - sell [Trace: 25343769-8a0c-46e3-8134-55888a376df8]
trading-bot-v91  | INFO:mode_manager:📉 Weak institutional flow (0.00) - reduced position size
trading-bot-v91  | INFO:mode_manager:📊 Trade parameters for emergency mode: {'leverage': 1, 'position_size_multiplier': 0.2, 'stop_loss_multiplier': 0.5, 'emergency_mode': True, 'risk_percent': 0.25}
trading-bot-v91  | ERROR:__main__:💥 Error handling signal: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  | INFO:__main__:✅ Completed diagnostic trace: 25343769-8a0c-46e3-8134-55888a376df8
trading-bot-v91  | ERROR:webhook:Failed to process alert: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/main.py", line 809, in handle_signal
trading-bot-v91  |     optimized_params = await self.decision_engine.optimize_parameters(
trading-bot-v91  |                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | AttributeError: 'DecisionEngine' object has no attribute 'optimize_parameters'
trading-bot-v91  |
trading-bot-v91  | During handling of the above exception, another exception occurred:
trading-bot-v91  |
trading-bot-v91  | Traceback (most recent call last):
trading-bot-v91  |   File "/app/webhook.py", line 512, in process_alert_async
trading-bot-v91  |     decision = await bot.handle_signal(alert_dict)
trading-bot-v91  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  |   File "/app/main.py", line 880, in handle_signal
trading-bot-v91  |     await self.discord.send_error_notification(f"Signal handling error: {e}")
trading-bot-v91  |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
trading-bot-v91  | TypeError: DiscordNotifier.send_error_notification() missing 1 required positional argument: 'error_message'
trading-bot-v91  | INFO:     172.21.0.5:36494 - "POST /webhook/tradingview HTTP/1.1" 200 OK
trading-bot-v91  | WARNING:webhook:⚠️ High latency detected: 1143ms for ETHUSDT.P
trading-bot-v91  | INFO:__main__:🔍 Created diagnostic trace: c41546de-801b-4378-bb13-7a64c5b0ea43
trading-bot-v91  | WARNING:__main__:⚠️ M5 Latency warning: 1156ms for ETHUSDT.P
trading-bot-v91  | INFO:__main__:📡 Received signal for ETHUSDT.P - sell [Trace: c41546de-801b-4378-bb13-7a64c5b0ea43]
trading-bot-v91  | INFO:mode_manager:📉 Weak institutional flow (0.00) - reduced position size
